phase_bin,mean,std,n_cycles
1,1.0611754846573562,0.5096034893029706,393
2,0.8761592782784684,0.6277955602372087,376
3,0.9118161475937414,0.631931932043003,372
4,0.8522191564901653,0.8009464623328002,378
5,0.8821461255101182,0.7849355559818376,374
6,0.9476669547064352,0.9497921038894066,376
7,1.0461584607362264,1.0987446332805706,375
8,1.0989981469052021,1.1122593337437099,379
9,1.1096297195933251,1.070176028157902,370
10,1.06656463579219,0.9763588277764155,376
11,0.995424121923455,0.9312480197931585,379
12,0.9490671472409089,0.8570196856967787,374
13,0.9352717500081427,0.8947125154091249,372
14,0.9822857811098938,0.9150444565544141,379
15,1.0744281384185241,0.9760923614604575,371
16,1.072832984207503,0.9928806399729188,378
17,1.1077821752141943,0.9524099068861439,373
18,1.0655757133286998,0.9106652032091427,374
19,1.0520109627442897,0.9164764099269328,376
20,1.0444596399633856,0.877475249703493,379
21,0.9999910769856856,0.8594026351898478,370
22,1.009553047586265,0.8754559235039183,379
23,0.9532387830712177,0.8432228089206859,372
24,0.9439015262184303,0.8615342363572621,379
25,0.902109084953118,0.8698377511095867,375
26,0.9409972774404596,0.8860482322258537,369
27,0.9512252345943495,0.8792259152811142,380
28,1.0100646297943285,0.9462074115525503,375
29,0.9643008439281697,0.9663604183172614,373
30,1.0156000788350452,1.0284183910627804,373
31,1.0407590698439433,1.0662929232726113,375
32,1.008407660364873,1.0640399787185404,379
33,1.0561943550000645,1.1067763146652492,374
34,1.0560855062669734,1.10600469150328,372
35,1.0893034425713632,1.1133031579849264,379
36,1.073561419025626,1.1173359750095595,373
37,1.0731852316367552,1.1416342185962047,380
38,1.0307722332779274,1.1423935219046237,371
39,1.092860495998059,1.156453411204827,377
40,1.0920823148749652,1.1458822747056576,378
41,1.0683836622386884,1.116260851192608,370
42,1.0566625743603857,1.131401145716571,376
43,1.0432791201884801,1.1130039878776088,374
44,1.0776881448375104,1.095511670894644,374
45,1.0426613253524237,1.0621555872185693,379
46,0.9963988785172686,1.0725475488170644,370
47,1.0115375649536142,1.0435249763755878,376
48,0.9954546400282211,1.0303604047830637,378
49,0.9681719911532456,1.0061771453810664,373
50,0.9731977533554085,1.0046396368535306,384
51,0.9633213388643298,0.9616991731619384,370
52,0.9146704728779643,0.9217781610823024,373
53,0.8922509150045599,0.8815334207755079,378
54,0.9263492916196473,0.8241733877262764,376
55,0.8997176370253077,0.7910825632028649,371
56,0.8055811025460011,0.8136283905847265,378
57,0.7939786883231508,0.790957351803585,374
58,0.7827133442021589,0.7599390597164447,374
59,0.814711934484563,0.7116418762068827,376
60,0.7615517425738018,0.7051246145835542,378
61,0.7082030179012345,0.7041634397593232,370
62,0.7705333400895761,0.7045979764765357,377
63,0.7957970233729711,0.7037422984963992,371
64,0.806476844503486,0.7436179243688382,380
65,0.8394437122928967,0.7886502296473943,374
66,0.8559682968714045,0.7797950175148795,378
67,0.8547119347196906,0.8093009113888471,372
68,0.898511832931748,0.8240387085580477,374
69,0.863112634578421,0.8434634799478244,379
70,0.8459266773661895,0.8971980726712552,376
71,0.8366329162420852,0.8314818565668952,372
72,0.846153920862135,0.7674618590920504,373
73,0.8034593352069153,0.778356175158101,375
74,0.7582750257978058,0.7692966122383166,380
75,0.7856646730489198,0.7191328804849233,374
76,0.7657224061973208,0.7006454884699764,370
77,0.772154896187402,0.6972578433593423,379
78,0.7210642085345291,0.6766864806158928,372
79,0.73963432376744,0.6875159511008171,379
80,0.725635071880711,0.684192312794252,378
81,0.7191903469847698,0.6642455982783366,371
82,0.7513993336694484,0.6467265644342745,376
83,0.7684738375896081,0.6349811882777722,374
84,0.7808609602515243,0.601206490619096,373
85,0.7897155696515292,0.6719452237434566,379
86,0.7897225248725406,0.6785228561977367,370
87,0.8066346562747185,0.7181301079732972,379
88,0.7954518467572829,0.7476304244172223,372
89,0.8055461618151311,0.8380838612517139,374
90,0.7617809999923751,0.8553603934397811,380
91,0.7209992404149937,0.8361095381578928,375
92,0.7313908352811189,0.8551455604885668,370
93,0.769175609887482,0.7494997231066971,379
94,0.7560747249989659,0.7328794649479833,375
95,0.7466990835331321,0.6652264695524878,377
96,0.6653388215536562,0.715069118934194,373
97,0.6442801592769085,0.7377366464566271,378
98,0.6478994434932406,0.6146945235360101,372
99,0.7457448642101261,0.47528575104842985,376
100,0.9668059998365598,0.45026473925177574,390
