phase_bin,mean,std,n_cycles
1,-0.005856731419307266,0.8340171580687213,393
2,-0.04992838056033148,0.6827282259184565,376
3,-0.05543755175310425,0.700677121197324,372
4,0.18420896272381476,0.9339010670455045,378
5,0.358095095966746,1.2957343715163434,374
6,0.3130129671492189,1.039609697615017,376
7,0.2680983288000651,0.7554313547519593,375
8,0.23674030008213384,0.6991636820867229,379
9,0.25380957235588664,0.7851166358527825,370
10,0.29243048573219865,0.8991076262726732,376
11,0.2487140731337516,0.9033109917152242,379
12,0.22294350521909778,0.8921246281487719,374
13,0.21522966854761943,0.8327293433260062,372
14,0.1756419849124952,0.7326596719688955,379
15,0.3005693974120453,0.7400930426831168,371
16,0.20897020272986355,0.6077924221148263,378
17,0.1388748546633457,0.5486102439199855,373
18,0.10247170649253676,0.5835418350872327,374
19,0.030084668927299513,0.5574565429538306,376
20,0.011430240204594945,0.5645551372418169,379
21,0.01042544300896268,0.5058802957670552,370
22,0.018218941890110345,0.5496043229587092,379
23,0.0240198877677722,0.5147462771215445,372
24,0.047298105015467655,0.5039338400635947,379
25,0.05886134870531566,0.46896598040702225,375
26,0.10220614639927436,0.5160729770066752,369
27,0.0942403032058242,0.5218401954884315,380
28,0.07685151508061945,0.4844588527504936,375
29,0.057620812391485934,0.44377082371505266,373
30,0.04762699970564223,0.42038063171114043,373
31,0.05697049037758102,0.4009268135886754,375
32,0.03168943657318029,0.39803433738480637,379
33,0.028260211773387195,0.40334623825210236,374
34,0.008171968027830448,0.4049008813198813,372
35,0.02490073488766488,0.40204611961842923,379
36,0.029214486115962765,0.3822211430258365,373
37,0.031703362836480446,0.34659448651059444,380
38,0.05663993601455003,0.3438336345829639,371
39,0.08593666302454123,0.35562975137605474,377
40,0.09438247300490196,0.3804919909591461,378
41,0.09956590703073821,0.4139585686900793,370
42,0.09447227440724498,0.4002472159573838,376
43,0.0707286875834699,0.3564302771481044,374
44,0.05334044685000489,0.33808484039716213,374
45,0.05670606955602447,0.3324841678760935,379
46,0.018091084878157134,0.3415594972748805,370
47,0.008801736572003756,0.36241587125004154,376
48,-0.024171342781634526,0.39122258689939965,378
49,-0.03308390057242167,0.36137491548855016,373
50,-0.03767161165803849,0.41200677093993354,384
51,-0.05894861590724716,0.4718149366592836,370
52,-0.054700951925496656,0.5035512947158034,373
53,-0.05681115915324425,0.5180761547017249,378
54,-0.0033214527443039808,0.4841294704941294,376
55,-0.09096278038514324,0.4981167492781241,371
56,-0.11281872583359263,0.5069861545996595,378
57,-0.10629552025753794,0.40699810277247195,374
58,-0.12671722354886594,0.4124106107994526,374
59,-0.18215196537019435,0.4015211730568845,376
60,-0.1557489276622616,0.39091296824616356,378
61,-0.12306623468458076,0.36430742192522003,370
62,-0.14330930967674552,0.3620913765528765,377
63,-0.12651193627718924,0.37954449176697014,371
64,-0.11053752114085037,0.38687211383442405,380
65,-0.13278414866459204,0.391018411756966,374
66,-0.13077330462585743,0.4133007176747739,378
67,-0.17192793087246994,0.3546436954990243,372
68,-0.21452513080415164,0.4165509889908422,374
69,-0.15459895219864012,0.3934811595451795,379
70,-0.18360674808815125,0.4363504311975097,376
71,-0.19284064970455808,0.43637357450658715,372
72,-0.19320216034343934,0.42607043106591347,373
73,-0.21623152571824858,0.437368249082945,375
74,-0.19354691257739612,0.43752091746118543,380
75,-0.1871697988091367,0.4326923897494017,374
76,-0.20618369438056067,0.451680340698703,370
77,-0.17897413305371906,0.40121866073749535,379
78,-0.17029412471371308,0.40023652409380833,372
79,-0.1250386999774589,0.4286987291121695,379
80,-0.147012819175279,0.44415400317987025,378
81,-0.1710166398901193,0.42290456141947724,371
82,-0.1637247176094066,0.4009229505160992,376
83,-0.15000988247531433,0.4088609138379004,374
84,-0.20933347755917625,0.4617008510222798,373
85,-0.23151975318648793,0.47358396707505074,379
86,-0.25639364862378433,0.5524908813677635,370
87,-0.205059852916172,0.47785359829251955,379
88,-0.21233740319905683,0.4570393357339389,372
89,-0.21880447976970843,0.4804971530649576,374
90,-0.23721081211916295,0.5155580125559969,380
91,-0.21336822596482186,0.46434319583452105,375
92,-0.1973134516462071,0.45900366157230155,370
93,-0.18335738926011483,0.487702578723787,379
94,-0.1760372801229753,0.49565797909528175,375
95,-0.2590607923768326,0.5480125753118065,377
96,-0.23920628721794826,0.584518126632634,373
97,-0.18088533797143236,0.5626326518396503,378
98,-0.12193346241450942,0.5316216103419252,372
99,-0.13646101185806575,0.608141880824286,376
100,-0.10997567703103339,0.7023310614634626,390
