phase_bin,mean,std,n_cycles
1,0.4182853056227343,1.272138362944895,123
2,0.5857805234429724,1.221149761694204,104
3,0.6001449564434852,1.217739363899269,104
4,0.3680902168435226,1.0924436336646293,106
5,0.32508726018789946,1.086240602999095,106
6,0.2747054848792426,0.9974384724583071,105
7,0.09096949929509267,0.855156519796242,102
8,-0.21394871174701946,0.742655179664947,108
9,-0.18566319244354063,0.7829128105637712,104
10,-0.2175088693786397,0.6195505972212094,106
11,-0.005064817805080518,0.8019487411164988,101
12,0.18181590317049492,0.9262973272606561,109
13,0.2706837944189037,0.9400986242022352,104
14,0.15271406418174618,0.919216227037852,106
15,-0.18263672385538227,0.8325231235461605,106
16,-0.4379705067163015,0.7586280017188585,103
17,-0.680766705046182,0.7464040707472764,102
18,-0.7645674135360715,0.7077674461979663,109
19,-0.7938930363174542,0.5736300094367428,106
20,-0.7753433041701984,0.41450013905160066,107
21,-0.5487325328211877,0.4659162684109617,101
22,-0.47628477645064715,0.48520311455262605,102
23,-0.3678385329814904,0.5205943634236664,106
24,-0.3836999470970275,0.5032966802369239,107
25,-0.34620283173974764,0.5682070994760481,105
26,-0.3828353624034093,0.48410395419984265,106
27,-0.48557302902220784,0.48819971509098653,103
28,-0.4438546676578856,0.6010057533897767,104
29,-0.28799199980857965,0.44784774238153763,101
30,-0.2873175784457201,0.628873652776163,115
31,-0.19284540894379698,0.5464319173573752,100
32,-0.06788423035763684,0.6188455020076189,102
33,-0.07478345009196342,0.615060400549103,105
34,-0.15595896370791237,0.4962071835849937,108
35,-0.12378563490287021,0.5189717383087037,104
36,-0.2681005830911375,0.39234898664465817,106
37,-0.264098685510697,0.4917213431683478,101
38,-0.31077563049121665,0.4649788874726971,108
39,-0.3675657345251975,0.37297212450935946,102
40,-0.4250268805339035,0.45950705055402497,110
41,-0.472856089567126,0.21401384824670722,100
42,-0.39908384396328045,0.437377212205535,110
43,-0.40279828320381705,0.2953229722188678,99
44,-0.31818739285169817,0.4583329438752219,107
45,-0.33437605361251294,0.432840487979339,111
46,-0.3201508134397504,0.3078406259724217,97
47,-0.2860090172614084,0.41079689152433646,105
48,-0.25034788995831075,0.3483720725483603,107
49,-0.22274872544171984,0.4013312194995151,106
50,-0.245689110951744,0.4857643182581476,110
51,-0.2590572230101336,0.34251613837416356,99
52,-0.2446115731531921,0.47525437527143627,106
53,-0.23531222177085812,0.36723412929673765,107
54,-0.1875100481150351,0.4804870467459057,105
55,-0.16759029471413728,0.3662047427704822,102
56,-0.16294209244587418,0.4570273877202414,106
57,-0.13346346940585166,0.47057517784278985,107
58,-0.13775756656135912,0.37467935666783475,99
59,-0.10918346886202258,0.47320968383878687,110
60,-0.16240335368582956,0.44741925108414116,109
61,-0.08831215889056047,0.4079662335115619,101
62,-0.09961742221497881,0.48802187697739263,102
63,0.000276412507541404,0.4923067929465833,108
64,0.016552942750146626,0.5281524580630886,101
65,0.007782152273575096,0.4894406615164258,111
66,0.03771099547857468,0.526546776235054,99
67,0.022798424742913284,0.5810001679878595,108
68,0.1451975810016036,0.5504658641289688,105
69,0.16570210497096302,0.5303042729839975,102
70,0.060203501964607276,0.6145556112167989,106
71,0.0797273946286243,0.6311314924597325,109
72,0.1415187691176439,0.54913025676665,101
73,0.18762790617234903,0.5869661211279827,104
74,0.13976791830108615,0.6084083637836014,103
75,0.1592315049242285,0.7040572968410573,113
76,0.21277881816592084,0.6779900264299786,98
77,0.18407552302915967,0.7545153842442671,107
78,0.29256401565843654,0.7333760668544286,106
79,0.30559102765569535,0.7599433751203796,102
80,0.3684121641126022,0.7677259889847659,110
81,0.42462977561566034,0.7082343070139393,98
82,0.39772250630369993,0.8334672358076152,106
83,0.5508105123579791,0.8629344476167238,109
84,0.5243435040687331,0.8987358235302182,102
85,0.5392086580452985,0.8349131797859,108
86,0.5031421847213121,0.862419520350297,101
87,0.526008637503248,0.78696776957702,106
88,0.5065919825427097,0.7674603794736948,104
89,0.36842174838816544,0.7861800337606135,109
90,0.36879944647500623,0.8546311166032804,107
91,0.16837219957576421,0.7465902704201278,100
92,0.18486551521071198,0.7797827022820892,104
93,0.001163105902634796,0.8186768919918087,108
94,-0.1508787321383773,0.9046558903587592,102
95,-0.3470236564826341,1.117797302514009,110
96,-0.6005013804666002,1.115474662600566,101
97,-0.7434820072967868,1.1692203831224213,106
98,-0.7431136885019018,1.1412868667517657,104
99,-0.7298542118860438,1.2176601165653105,104
100,-0.656906129266596,1.1848979937658581,123
