phase_bin,mean,std,n_cycles
1,-0.07377917081548199,0.2646202320963505,288
2,-0.1200027845227917,0.22418099157915922,260
3,-0.2151371751467819,0.2849600637999192,264
4,-0.03981127631061023,0.2380117745121624,259
5,-0.0869927238358751,0.23225921171648542,261
6,-0.04470399347113867,0.22339763928489825,260
7,-0.0625322108282261,0.23829359850333956,262
8,-0.05013038811714677,0.2586861120322042,260
9,-0.06914947875641644,0.23440031481212603,261
10,-0.030903392365125168,0.24688447643176936,260
11,-0.02184709201537874,0.27178071314148283,262
12,-0.039680608846078026,0.25781053777705615,260
13,-0.05306246975649111,0.2646793262516837,261
14,-0.01837590418747573,0.2607870696584925,260
15,-0.0479845642260473,0.2636664865196606,261
16,-0.08010977667186722,0.26955457128288557,260
17,-0.060647718011854465,0.27400435798785194,262
18,-0.08551779437399672,0.25494777843653965,262
19,-0.09784648978459017,0.2591812242443371,260
20,-0.03133968378302481,0.24133335606731943,263
21,-0.015040035021152693,0.2296210741256363,260
22,-0.00452417267298366,0.21996729106266844,262
23,-0.03206614035842412,0.23117845918092192,260
24,-0.027518393001902175,0.2287964005680332,260
25,-0.03754146932640244,0.23416372989752024,269
26,-0.06402519735853979,0.21174109902982705,259
27,-0.07280841809394349,0.1922874275687038,263
28,-0.06421675866568483,0.18048643885209625,259
29,-0.061108811471444945,0.18873509042438638,261
30,-0.04119154040871143,0.19319348177277992,260
31,-0.047926154957502964,0.19276998023860095,262
32,-0.08479281007782381,0.17441080560325584,260
33,-0.04231153931487484,0.1740572316136585,262
34,-0.04008717359086359,0.1665952974225365,262
35,-0.0849440380309544,0.16118375550571015,262
36,-0.06342473458553897,0.18418555986914056,260
37,-0.05212828423345433,0.1934344136971595,262
38,-0.04479901810634917,0.19573872215276883,259
39,-0.02204856441370716,0.18939257795938685,260
40,-0.057835640664289714,0.18966091401810878,264
41,-0.06342043238549948,0.19946080038462777,261
42,-0.04654184040303812,0.19865678226952363,261
43,-0.02818679295949207,0.17682348286155808,259
44,-0.014944350986831757,0.171776905725446,262
45,-0.056899803032046496,0.1977916651765851,261
46,-0.06247203598478331,0.17591338712496096,260
47,-0.06631510098023913,0.16548795862921917,261
48,-0.0182959465584602,0.18587454712495313,261
49,-0.051767920027848933,0.20464537782201403,262
50,-0.07101965831517387,0.21523498265166324,276
51,-0.05034257360520742,0.2291578545918334,255
52,-0.04155618767606669,0.23250517586569197,262
53,-0.013010924333661088,0.21874084105505406,261
54,0.0007630451447141554,0.23664050140700427,261
55,-0.029957102050921676,0.2501547729421638,260
56,0.0027987469008775474,0.28153427500847855,261
57,0.016883580929420633,0.27385550905322387,262
58,-0.007035708482892608,0.2843429535702938,259
59,0.004940844219209754,0.29289349045555385,261
60,0.0628744198819433,0.3961081080305284,263
61,0.0849556727717953,0.40470328043341425,262
62,0.10429792528067755,0.43718879483537887,260
63,0.1008712047005023,0.5437878920264176,259
64,0.14905669238769498,0.5332578355132782,262
65,0.08360485597188776,0.49905344555281433,260
66,0.07306153419737305,0.46274245202642766,262
67,0.07951134688122774,0.43039107455583236,262
68,0.05381243284619312,0.4297923482615817,262
69,0.07046359634890843,0.3997129059447347,260
70,-0.01138169152670956,0.3304423879134843,262
71,-0.04572006290557687,0.3171820393973373,260
72,-0.0650929706227933,0.3073415256151386,261
73,-0.04742869739361251,0.3174695633685675,259
74,-0.030544265705700357,0.3151863976797185,263
75,-0.028105131238418343,0.29027686399200675,267
76,-0.08234962150282785,0.2782323993896915,261
77,-0.07683799037106587,0.29052802322842747,260
78,-0.07641789158597928,0.31026133263464406,260
79,-0.09066252335637467,0.2921451090325552,262
80,-0.09127796889183014,0.30024838985407853,262
81,-0.03998361795095215,0.2848922577551367,261
82,-0.07237568683523951,0.30418484246988875,260
83,-0.014962722495352826,0.28752309961494715,262
84,-0.07003061269074433,0.31914023164517036,262
85,-0.04179035918541959,0.2872893951919033,260
86,-0.048598111967887485,0.2838138081031736,261
87,-0.04649973776942398,0.29959939033659727,260
88,-0.07204201943991274,0.3046534697934764,261
89,-0.04296165156078808,0.28462225606043245,260
90,-0.09180579646356979,0.2665351639765888,262
91,-0.07758775989766953,0.2800596932695735,260
92,-0.06952115392025954,0.3101230216837515,261
93,-0.10157682458979111,0.28629402557745665,260
94,-0.08517226869450449,0.29510572418203823,262
95,-0.032328880107063,0.29412098424205757,260
96,-0.04402168418713271,0.276019836201093,261
97,-0.015435814757401654,0.2677779264482333,259
98,-0.043783422610033436,0.27598979743287755,264
99,-0.042657613965479665,0.25804561597727915,260
100,-0.05574459105005642,0.29848616961436414,288
