angle,ang_vel,ax,ay,az,gx,gy,gz,FSR_toe,FSR_heel,time_s,ang_acc,ang_acc_lpf,cycle_id,activity,terrain,speed_kmh,grade_deg,subject,session,src_file,phase_pct,phase01
0.7294727160960648,2.1223768245338657,0.8034746011614471,0.6042389149476333,-1.7394160286656726,-2.1128328414243573,-1.24841873863441,-0.7699015646600246,1,81,116.036,1209.9999999942374,0.592307876405385,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,0.0,1
0.7451075422385578,2.1231254603549337,0.8034746011614471,0.6042389149476333,-1.7394160286656726,-2.1128328414243573,-1.24841873863441,-0.7699015646600246,0,79,116.037,875.0000000124855,0.5730853593385163,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,1.1363636363636365,1
0.7619450473150888,2.1317347722972118,1.040871204628418,0.30035096941885314,-1.3180593273172978,-2.1999900723141055,-1.3896716148809767,-0.9438913738391221,0,77,116.038,785.0000000135333,0.5535997903453947,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,2.272727272727273,1
0.7779807664355944,2.1315208763483353,1.040871204628418,0.30035096941885314,-1.3180593273172978,-2.1999900723141055,-1.3896716148809767,-0.9438913738391221,1,79,116.039,1239.999999994092,0.5338549688983424,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,3.409090909090909,1
0.7948182715121255,2.144996321127554,1.040871204628418,0.30035096941885314,-1.3180593273172978,-2.1999900723141055,-1.3896716148809767,-0.9438913738391221,0,112,116.04,794.9999999773281,0.513854777752839,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,4.545454545454546,1
0.8104530976546186,2.1400232403161756,0.5067288468277334,0.5029429331047064,-1.0690758219750762,-2.153488086410371,-1.7839948473910516,-0.9829830068406875,1,139,116.041,714.9999999782885,0.49360318255591035,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,5.6818181818181825,1
0.8276914957091621,2.1526431012998883,0.5067288468277334,0.5029429331047064,-1.0690758219750762,-2.153488086410371,-1.7839948473910516,-0.9829830068406875,1,194,116.042,644.9999999969441,0.47310423148305003,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,6.818181818181818,1
0.8433263218516552,2.146921384667442,0.5067288468277334,0.5029429331047064,-1.0690758219750762,-2.153488086410371,-1.7839948473910516,-0.9829830068406875,1,213,116.043,690.0000000266009,0.4523620549025647,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,7.954545454545455,1
0.8601638269281863,2.160022511536127,0.9221729028949326,0.5232021294732917,-1.490432523323451,-2.1999900723141055,-1.5375891091417984,-1.12012414556749,0,234,116.044,835.0000000249129,0.4313808650660574,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,9.090909090909092,1
0.8761995460486919,2.1558515405330354,0.9221729028949326,0.5232021294732917,-1.490432523323451,-2.1999900723141055,-1.5375891091417984,-1.12012414556749,0,250,116.045,429.99999999796273,0.41016495582358414,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,10.227272727272728,1
0.8930370511252229,2.1646212744369713,0.9221729028949326,0.5232021294732917,-1.490432523323451,-2.1999900723141055,-1.5375891091417984,-1.12012414556749,0,258,116.046,594.9999999865249,0.3887187023618344,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,11.363636363636365,1
0.9090727702457285,2.162214945012111,0.9221729028949326,0.5839797185790478,-1.3755170593193489,-2.215762675720051,-1.7556702208304689,-1.305969613935587,0,256,116.047,534.9999999872525,0.3670465609635091,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,12.500000000000002,1
0.9259102753222596,2.170342991069417,0.9221729028949326,0.5839797185790478,-1.3755170593193489,-2.215762675720051,-1.7556702208304689,-1.305969613935587,1,259,116.048,699.9999999966531,0.3451530687859036,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,13.636363636363637,1
0.9423468874207778,2.1697013032227876,0.9221729028949326,0.5839797185790478,-1.3755170593193489,-2.215762675720051,-1.7556702208304689,-1.305969613935587,1,256,116.049,630.0000000121072,0.32304284365653907,25,run,level,7.5,0,MS,2025-10-28_MS_session1,SW_MS.csv,14.772727272727273,1
